eq_nome,eq_enderec,eq_bairro,eq_cep,eq_horario,eq_telefon,eq_regiao,eq_distrit,eq_subpref,eq_esfera,eq_classe,eq_rede,eq_tipo,geometry,Latitude,Longitude
CEU EMEI SAO MATEUS,"CURUMATIM, 201",PARQUE BOA ESPERANCA,08341-240,,27328132,LESTE,33,30,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (352105.817168 7389033.386646),-23.60248702715769,-46.44953796193033
CEU CEI SAO MATEUS,"CURUMATIM, 201",PARQUE BOA ESPERANCA,08341-240,,27328148,LESTE,33,30,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (352105.817168 7389033.386646),-23.60248702715769,-46.44953796193033
CEU EMEF CANDIDA DORA PINO PRETINI PROFA,"CINIRA POLONIO, 100",CONJUNTO PROMORAR RIO CLARO,08395-320,,27521007,LESTE,75,30,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (351428.6 7387020.7),-23.620599109574854,-46.45637466033806
CEU CEI SAO RAFAEL,"CINIRA POLONIO, 100",CONJUNTO PROMORAR RIO CLARO,08395-320,,,LESTE,75,30,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (351428.6 7387020.7),-23.620599109574854,-46.45637466033806
CEU EMEF DOMINGOS RUBINO PROF,"CLARA PETRELA, 113",JARDIM SAO ROBERTO,03978-520,,27012321,LESTE,76,32,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (346836.8 7386861.1),-23.621611336850393,-46.50139048877266
CEU EMEI ROQUE SPENCER MACIEL DE BARROS PROF,"CINIRA POLONIO, 80",CONJUNTO PROMORAR RIO CLARO,08395-320,,27521018,LESTE,75,30,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (351439.895963 7387038.405167),-23.620440274462453,-46.45626219177788
CEU EMEF MARIA LISBOA DA SILVA PROFA,"CURUMATIM, 201",PARQUE BOA ESPERANCA,08341-240,,27328122,LESTE,33,30,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (352105.817168 7389033.386646),-23.60248702715769,-46.44953796193033
CEU CEI RUBEM ALVES,"MANUEL QUIRINO DE MATTOS, S/N",JARDIM SAPOPEMBA,03969-000,,20759121,LESTE,76,32,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (347574.52105 7388169.017844),-23.609871084517163,-46.49402693100845
CEU EMEI ERIKA DE SOUZA BRITO MATOS PROFA,"MANUEL QUIRINO DE MATTOS, S/N",JARDIM SAPOPEMBA,03969-000,,20759126,LESTE,76,32,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (347626.405058 7388259.267603),-23.609061052699367,-46.49350927975028
CEU EMEF TATIANA BELINKY,"MANUEL QUIRINO DE MATTOS, S/N",JARDIM SAPOPEMBA,03969-000,,20759134,LESTE,76,32,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (347574.900833 7388168.362473),-23.609877038116377,-46.494023276561016
CEU CEI ALTO ALEGRE,"BENTO GUELFI, 1802",JARDIM DA LARANJEIRA ZONA LESTE,08381-001,,20751030,LESTE,33,30,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (354516.619851 7388174.186156),-23.610464317664764,-46.425998902803386
CEU EMEI ALTO ALEGRE,"BENTO GUELFI, S/N",JARDIM DA LARANJEIRA ZONA LESTE,08381-001,,20751024,LESTE,33,30,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (354422.107309 7388321.383763),-23.609126621662313,-46.42691068219205
CEU EMEF ALTO ALEGRE,"BENTO GUELFI, S/N",JARDIM DA LARANJEIRA ZONA LESTE,08381-001,,20751040,LESTE,33,30,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (354422.107309 7388321.383763),-23.609126621662313,-46.42691068219205
CEU CEMEI SAO MIGUEL,"JOSE FERREIRA CRESPO, 495",JARDIM SAO VICENTE,08021-480,,,LESTE,74,23,PRIVADA,CEU,SEM REDE,CEMEI,POINT (354020.11155 7400379.228169),-23.500208247340996,-46.42967149143888
CEU EMEF PARQUE SAO CARLOS,"CLAREAR, 643",JARDIM SAO CARLOS ZONA LESTE,08062-590,,20454214,LESTE,87,23,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (349520.7 7398958.2),-23.51262936474482,-46.47386865780216
CEU CEI PARQUE SAO CARLOS,"CLAREAR, 643",JARDIM SAO CARLOS ZONA LESTE,08062-590,,20454234,LESTE,87,23,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (349520.7 7398958.2),-23.51262936474482,-46.47386865780216
CEU EMEI ANTON MAKARENKO,"DANIEL MULLER, 347",CHACARA DONA OLIVIA,08141-290,,25636225,LESTE,36,24,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (358092.6 7398968.6),-23.513307374274245,-46.389929993925534
CEU CEI BENEDITO GALAVOTE PROF,"DANIEL MULLER, 347",CHACARA DONA OLIVIA,08141-290,,25636216,LESTE,36,24,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (358092.6 7398968.6),-23.513307374274245,-46.389929993925534
CEU EMEF VILA CURUCA,"MARECHAL TITO, 3452",ITAIM PAULISTA,08115-000,,25636110,LESTE,84,24,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (355970.294295 7400954.357776),-23.495188842030945,-46.41052137865917
CEU EMEI APPARECIDO DOMINGUES PROF,"MARECHAL TITO, 3400",ITAIM PAULISTA,08115-000,,25636122,LESTE,84,24,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (355877.562535 7400934.160874),-23.495362999686094,-46.411431254314564
CEU CEI ANA LUCIA DE HOLANDA GAMBOA PROFA,"MARECHAL TITO, 3400",ITAIM PAULISTA,08115-000,,25636123,LESTE,84,24,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (355877.562535 7400934.160874),-23.495362999686094,-46.411431254314564
CEU EMEI CARLOS OLIVALDO DE SOUZA LOPES MUNIZ DR,"CLAREAR, 141",JARDIM SAO CARLOS ZONA LESTE,08062-590,,20454210,LESTE,87,23,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (349530.815354 7399257.842462),-23.50992457367827,-46.473739494670504
CEU EMEF MARIA CLARA MACHADO,"DANIEL MULLER, 347",CHACARA DONA OLIVIA,08141-290,,25636231,LESTE,36,24,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (358092.6 7398968.6),-23.513307374274245,-46.389929993925534
CEU CEI TRES PONTES,"TOMAS LOPES DE CAMARGO, 110",JARDIM ROMANO,08191-230,,33976414,LESTE,44,23,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (358726.887169 7402384.164235),-23.482519369963384,-46.3833967448944
CEU EMEI TRES PONTES,"CORDAO DE SAO FRANCISCO, 797",VILA AIMORE,08190-000,,33976417,LESTE,44,23,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (356843.447498 7401158.619284),-23.493421494037143,-46.40195283563909
CEU EMEF TRES PONTES,"GENDIROBA, 210",VILA CLARA,08022-080,,33976435,LESTE,84,24,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (355075.203871 7400852.599684),-23.496028135196735,-46.41929499958079
CEU EMEF CIDADE DUTRA,"INTERLAGOS, 7350",INTERLAGOS,04777-000,,56681935,SUL,23,19,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (326225.288684 7376742.628513),-23.710881660567566,-46.70455501755223
CEU CEI CIDADE DUTRA,"INTERLAGOS, 7350",INTERLAGOS,04777-000,,56681911,SUL,23,19,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (326225.288684 7376742.628513),-23.710881660567566,-46.70455501755223
CEU EMEI NAVEGANTES,"MARIA MOASSAB BARBOUR, S/N",CANTINHO DO CEU,04849-503,,59765508,SUL,30,19,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (330758.876196 7373130.828194),-23.74397531595999,-46.66051293988837
CEU CEI NAVEGANTES,"MARIA MOASSAB BARBOUR, S/N",CANTINHO DO CEU,04849-503,,59765515,SUL,30,19,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (330796.880403 7373143.123902),-23.74386830554692,-46.66013877515815
CEU EMEF TRES LAGOS,"MARIA MOURA DA CONCEICAO, S/N",JARDIM BELCITO,04855-257,,59765628,SUL,30,19,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (328734.617977 7370495.978798),-23.767549894555504,-46.68067285271112
CEU EMEI TRES LAGOS,"MARIA MOURA DA CONCEICAO, S/N",JARDIM BELCITO,04855-257,,59765626,SUL,30,19,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (328734.617977 7370495.978798),-23.767549894555504,-46.68067285271112
CEU CEI TRES LAGOS,"MARIA MOURA DA CONCEICAO, S/N",JARDIM BELCITO,04855-257,,59765614,SUL,30,19,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (328734.617977 7370495.978798),-23.767549894555504,-46.68067285271112
CEU EMEF MANOEL VIEIRA DE QUEIROZ FILHO,"JOSE PEDRO DE BORBA, 20",JARDIM NOVO PARELHEIROS,04890-090,,59266926,SUL,55,20,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (324173.751229 7363810.35899),-23.827416976115988,-46.72621179828516
CEU EMEF JARDIM ELIANA,"MARIA MOASSAB BARBOUR, S/N",CANTINHO DO CEU,04849-503,,59765509,SUL,30,19,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (330796.880403 7373143.123902),-23.74386830554692,-46.66013877515815
CEU EMEI MILTON SANTOS PROF,"INTERLAGOS, 7350",CIDADE DUTRA,04777-000,,56681925,SUL,23,19,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (326225.288684 7376742.628513),-23.710881660567566,-46.70455501755223
CEU EMEF VILA RUBI,"DOMINGOS TARROSO, 101",VILA RUBI,04823-090,,56629441,SUL,23,19,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (326949.480922 7374867.004761),-23.727894062461047,-46.697673124229944
CEU EMEI MARIA APARECIDA COELHO ALVES TEIXEIRA PROFA,"DOMINGOS TARROSO, 101",VILA RUBI,04823-090,,56629434,SUL,23,19,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (326949.480922 7374867.004761),-23.727894062461047,-46.697673124229944
CEU CEI VILA RUBI,"DOMINGOS TARROSO, 101",VILA RUBI,04823-090,,56629427,SUL,23,19,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (326949.480922 7374867.004761),-23.727894062461047,-46.697673124229944
CEU CEI PARELHEIROS,"JOSE PEDRO DE BORBA, 20",JARDIM NOVO PARELHEIROS,04890-090,,59266918,SUL,55,20,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (324173.751229 7363810.35899),-23.827416976115988,-46.72621179828516
CEU EMEI MAGDA FERREIRA DA SILVA CARVALHO PROFA,"JOSE PEDRO DE BORBA, 20",JARDIM NOVO PARELHEIROS,04890-090,,59266924,SUL,55,20,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (324173.751229 7363810.35899),-23.827416976115988,-46.72621179828516
CEU CEMEI JARDIM TREMEMBE - ACELINO SCALQUETTE PROF,"ADAUTO BEZERRA DELGADO, 84",PARQUE CASA DE PEDRA,02320-110,,33965759,NORTE,81,06,PRIVADA,CEU,SEM REDE,CEMEI,POINT (336895.612392 7405734.176168),-23.450227319555065,-46.596752257118986
CEU CEMEI NOVO MUNDO,"ERNESTO AUGUSTO LOPES, 100",PARQUE VILA MARIA,02169-030,,,NORTE,89,07,PRIVADA,CEU,SEM REDE,CEMEI,POINT (339221.484862 7398252.088513),-23.518017877815936,-46.574791484416394
CEU EMEF JACANA,"FRANCISCA ESPOSITO TONETTI, S/N",GUAPIRA,02276-010,,33973984,NORTE,89,07,PRIVADA,CEU,SEM REDE,CEU EMEF,POINT (340844.958878 7397819.470938),-23.522084199286564,-46.5589404999965
CEU EMEI JACANA,"FRANCISCA ESPOSITO TONETTI, 105",GUAPIRA,02276-010,,33973985,NORTE,81,06,PRIVADA,CEU,SEM REDE,CEU EMEI,POINT (338272.616062 7404954.339594),-23.457406170240684,-46.583359702057905
CEU CEI JACANA,"FRANCISCA ESPOSITO TONETTI, S/N",GUAPIRA,02276-010,,33973986,NORTE,89,07,PRIVADA,CEU,SEM REDE,CEU CEI,POINT (340844.958878 7397819.470938),-23.522084199286564,-46.5589404999965
ALBERT EINSTEIN ETEC,"NOVA GRANADA, 35",VILA BARUEL,02522-050,,39660503,NORTE,21,04,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (330652.5 7399524.5),-23.505657793197937,-46.65855235904916
HORACIO AUGUSTO DA SILVEIRA PROF ETEC,"ALCANTARA, 113",VILA MARIA BAIXA,02110-010,,29051125,NORTE,86,07,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (337015.032795 7398070.594376),-23.519436585531547,-46.59641651373016
CARLOS DE CAMPOS ETEC,"RUA MONSENHOR ANDRADE, 798",BRAS,03009-100,,32270286,LESTE,10,25,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (334440.702022 7395944.318657),-23.538374602088165,-46.62185930895144
CAMARGO ARANHA PROF ETEC,"RUA MARCIAL, 25",MOOCA,03169-040,,26946733,LESTE,53,25,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (336899.76456 7394321.834842),-23.553273686717002,-46.597954135693506
JOSE ROCHA MENDES ETEC,"AMERICO VESPUCCI, 1241",VILA PRUDENTE,03135-010,,20634334,LESTE,93,29,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (338960.02215 7390988.469417),-23.583577881452474,-46.578134658684135
MARTIN LUTHER KING ETEC,"RUA APUCARANA, 815",TATUAPE,03311-000,,20917465,LESTE,80,25,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (340432.380921 7395248.196933),-23.545260888664558,-46.563254947819644
APRIGIO GONZAGA PROF ETEC,"ORENCIO VIDIGAL DOUTOR, 212",VILA CARLOS DE CAMPOS,03640-010,,26471491,LESTE,59,21,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (342870.743041 7396879.307152),-23.530770889330153,-46.539202070133534
BASILIDES DE GODOY PROF ETEC,"RUA GUAIPA, 678",VILA LEOPOLDINA,05089-000,,38344780,OESTE,88,08,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (323536.246241 7397782.035783),-23.52063242952253,-46.72842865841146
GUARACY SILVEIRA ETEC,"FERREIRA DE ARAUJO, 527",PINHEIROS,05428-001,,30316208,OESTE,62,11,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (326750.46947 7393186.291081),-23.562472987174786,-46.697489428110686
GETULIO VARGAS ETEC,"CLOVIS BUENO DE AZEVEDO, 70",IPIRANGA,04266-040,,20662500,SUL,34,13,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (335480.890178 7390319.303813),-23.589269893213952,-46.612292379190386
GUAIANAZES ETEC,"RUA FELICIANO DE MENDONCA, 290",JARDIM SAO PAULO,08460-365,,25519484,LESTE,31,28,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (357197.470239 7394485.552336),-23.553711377069963,-46.39912355318654
GRUPO DE ESTUDO DE EDUCACAO A DISTANCIA,"PRACA CORONEL FERNANDO PRESTES, 74",BOM RETIRO,01124-060,,33273150,CENTRO,9,09,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (333298.197945 7396898.596405),-23.529641236439062,-46.632941662608225
ETEC CAROLINA CARINHATO SAMPAIO,"FREDERICO GROTTE, 322",JARDIM VERGUEIRO,05818-270,,58519315,SUL,46,18,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (323664.02025 7381831.781988),-23.664655369642364,-46.729064454577916
MARIA AUGUSTA SARAIVA DRA ETEC,"RUA GUAIANASES, 1385",CAMPOS ELISEOS,01204-003,,31057250,CENTRO,69,09,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (331748.490618 7396733.048215),-23.530975995261397,-46.64813572289086
PARQUE DA JUVENTUDE ETEC,"CRUZEIRO DO SUL, 2630",CANINDE,02030-100,,22210098,NORTE,70,05,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (334120.028278 7399258.873782),-23.508414061221806,-46.624632270492825
ITAQUERA ETEC DE,"VIRGINIA FERNI, 400",CONJUNTO RESIDENCIAL JOSE BONIFACIO,08253-000,,25218188,LESTE,47,27,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (353082.805002 7395265.434453),-23.546301214142247,-46.43935101134367
SAPOPEMBA ETEC DE,"BENJAMIN DE TUDELA, 155",FAZENDA DA JUTA,03977-408,,20191533,LESTE,76,32,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (348284.532687 7387944.764786),-23.61196283395454,-46.48709229284321
ARTES ETEC DE,"CRUZEIRO DO SUL, 2630",CANINDE,02030-100,,20890740,NORTE,70,05,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (334120.028278 7399258.873782),-23.508414061221806,-46.624632270492825
VILA FORMOSA ETEC DE,"BACTORIA, 38",JARDIM VILA FORMOSA,03472-100,,22116485,LESTE,4,26,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (344427.12155 7392026.37888),-23.574740907728252,-46.52446575941216
TEREZA APARECIDA CARDOSO NUNES DE OLIVEIRA ETEC,"WALDEMAR TIETZ, 1477",CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,03589-001,,22171409,LESTE,5,21,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (348788.320185 7394641.260198),-23.55154242877624,-46.481476581519146
CIDADE TIRADENTES ETEC DE,"IGARAPE AGUA AZUL, 70",CONJUNTO HABITACIONAL SANTA ETELVINA II,08485-310,,25166966,LESTE,25,31,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (356409.296699 7390106.569937),-23.59318415279576,-46.40726538355895
TAKASHI MORITA ETEC,"MARIO LOPES LEAO, 1050A",SANTO AMARO,04754-010,,55210636,SUL,71,14,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (325030.454874 7383375.83147),-23.650863635400036,-46.715488657144014
ADHEMAR BATISTA HEMERITAS PROF ETEC,"RUA ABILENE, 16",PARQUE SANTO ANTONIO ARICANDUVA,03385-160,,23011058,LESTE,4,26,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (344583.820887 7391422.259902),-23.58021089901077,-46.52299361503396
TIQUATIRA ETEC,"AVENIDA CONDESSA ELISABETH DE ROBIANO, 5200",JARDIM AMERICA DA PENHA,03704-000,,22252504,LESTE,59,21,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (341417.55182 7398491.797958),-23.516069468966204,-46.55326225302078
ETEC DE HELIOPOLIS,"LAGRIMAS, 2461",IPIRANGA,04232-000,,20832727,SUL,68,13,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (337655.2 7386648.1),-23.62263778563088,-46.59139064452841
SAO MATEUS ESCOLA TECNICA ESTADUAL,"SOLEDADE DE MINAS, SN",JARDIM SAO CRISTOVAO,03930-070,,27215111,LESTE,73,30,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (346963.563588 7391598.091622),-23.57884999352186,-46.49966164830826
UIRAPURU ESCOLA TECNICA ESTADUAL,"CLAUDE ALBERVILLE FREI, SN",JARDIM JOAO XXIII,05569-010,,37825376,OESTE,65,10,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (317322.021133 7388808.812528),-23.600958499289966,-46.79037087808796
JARDIM ANGELA ESCOLA TECNICA ESTADUAL,"ESTRADA DA BARONESA, 1695",PARQUE BOLOGNE,04941-175,,58330943,SUL,43,18,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (320828.469027 7379155.02863),-23.688509484158644,-46.75718163552504
JARAGUA ESCOLA TECNICA ESTADUAL,"JAIRO DE ALMEIDA MACHADO, 401",JARAGUA,02998-060,,39417242,NORTE,42,02,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (323714.189795 7406391.488355),-23.442918958585125,-46.72567437384172
RAPOSO TAVARES ETEC,"CACHOEIRA PORAQUE, 326",CONJUNTO PROMORAR RAPOSO TAVARES,05574-450,,37825782,OESTE,65,10,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (316490.895726 7390237.816852),-23.587962911261805,-46.79833743599755
PAULISTANO ETEC,"ELISIO TEIXEIRA LEITE, 3611",SITIO MORRO GRANDE,02810-000,,39791120,NORTE,11,03,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (324924.035856 7404653.359515),-23.45874277563097,-46.71403778303565
CEPAM ETEC,"LINEU PRESTES PROFESSOR, 913",BUTANTA,05508-000,,32247541,OESTE,12,10,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (323578.29573 7392509.594976),-23.56824024530306,-46.72863929931015
PARQUE BELEM ETEC,"ULISSES CRUZ, 85",TATUAPE,03077-000,,22919293,LESTE,8,25,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (338241.687563 7396361.481894),-23.534991516190903,-46.58458997744928
GILDO MARCAL BEZERRA BRANDAO ETEC,"VARGAS PRESIDENTE, SN",VILA CAIUBA,05207-000,,39178751,NORTE,61,01,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (321259.934278 7411045.432608),-23.40063229609933,-46.7491378234361
ABDIAS DO NASCIMENTO ETEC,"JOSE AUGUSTO DE SOUZA E SILVA DOUTOR, SN",JARDIM PARQUE MORUMBI,05712-040,,35014994,SUL,83,17,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (323701.334319 7386559.655186),-23.621973485114356,-46.72813796058685
IRMA AGOSTINA ETEC,"FELICIANO CORREIA, SN",JARDIM SATELITE,04815-240,,56673971,SUL,23,19,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (327767.90067 7377662.731826),-23.702740265345877,-46.689321699990906
MANDAQUI ETEC,"LUIS LUSTOSA DA SILVA DOUTOR, 303",SANTANA,02406-040,,29738755,NORTE,70,05,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (333639.669948 7401666.034556),-23.486630169166663,-46.62906818513318
JORNALISTA ROBERTO MARINHO ESCOLA TECNICA ESTADUAL,"JORNALISTA ROBERTO MARINHO, 80",BROOKLIN PAULISTA,04576-000,,51032085,OESTE,35,11,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (326819.987429 7387481.472828),-23.613988021026334,-46.69747115844567
DOROTI QUIOMI KANASHIRO TOYOHARA DRA PROF ETEC,"AMBROSIA DO MEXICO, SN",JARDIM CIDADE PIRITUBA,02945-040,,39720339,NORTE,63,02,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (323887.966201 7401792.016395),-23.484465490778604,-46.72451342237979
SANTA IFIGENIA ETEC,"COUTO DE MAGALHAES GENERAL, 145",SANTA EFIGENIA,01212-030,,32213984,CENTRO,66,09,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (332901.196648 7395939.812183),-23.538257378428685,-46.63693642780549
CURT WALTER OTTO BAUMGART ETEC DE ESPORTES,"PAULO LORENZANI, SN",PARQUE NOVO MUNDO,02181-200,,26316596,NORTE,89,07,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (341010.759472 7398138.702767),-23.519217949291903,-46.557283015433626
SEBRAE ETEC,"NOTHMANN, 598",CAMPOS ELISEOS,01216-000,,32241260,CENTRO,69,09,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (331842.103913 7396518.571329),-23.532922232412957,-46.64724312749004
ETEC ITAQUERA II,"AVENIDA MIGUEL INACIO CURI, SN",VILA CARMOSINA,08295-005,,20565142,LESTE,37,27,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (350208.019964 7395420.009948),-23.544642299289084,-46.46749274784026
SAO PAULO ETEC DE,"FERNANDO PRESTES CORONEL, 74",BOM RETIRO,01124-060,,33260993,CENTRO,9,09,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (333298.197945 7396898.596405),-23.529641236439062,-46.632941662608225
ZONA LESTE ETEC,"AGUIA DE HAIA, 2633",PARQUE PAINEIRAS,03694-000,,20454011,LESTE,37,27,MUNICIPAL,ENSINO_TECNICO_PUBLICO,SEM REDE,PAULA SOUZA,POINT (349397.530758 7397865.472765),-23.522485100265943,-46.4751846815418
E TEC ESCOLA MUNICIPAL DE ED PROF E SAUDE PUBLICA PROF MAKIGUTI,"DOS METALURGICOS, 1945",CIDADE TIRADENTES,08471-000,,20390750,LESTE,25,31,PRIVADA,ENSINO_TECNICO_PUBLICO,SEM REDE,ET,POINT (356917.797277 7389501.191083),-23.598695818412818,-46.402341093402484
COLEGIO MILITAR DE SAO PAULO,"RUA ALFREDO PUJOL, 681",SANTANA,02017-011,,22877658,NORTE,70,05,ESTADUAL-SE,OUTROS,SEM REDE,EF,POINT (333322.672337 7400093.795933),-23.500793748599538,-46.632346230447716
IFSP - CAMPUS SAO PAULO PIRITUBA,"AVENIDA MUTINGA, 951",JARDIM SANTO ELIAS,05110-000,,25040100,NORTE,63,02,ESTADUAL-SE,OUTROS,SEM REDE,EF,POINT (322690.539667 7401453.593839),-23.48739086052352,-46.73627464564461
IFSP - CAMPUS AVANCADO SAO PAULO - SAO MIGUEL PAULISTA,"RUA TENENTE MIGUEL DELIA, 105",VILA ROSARIA,08021-090,,986140826,LESTE,74,23,ESTADUAL-SE,OUTROS,SEM REDE,EF,POINT (353024.652762 7400545.108593),-23.49862058235057,-46.4394019840507
IFSP - CAMPUS SAO PAULO,"RUA PEDRO VICENTE, 625",PARI,01109-010,,27632664,LESTE,56,25,ESTADUAL-SE,OUTROS,SEM REDE,EF,POINT (334318.860421 7397401.778488),-23.525202468906485,-46.62289106975983
PAULISTINHA DE EDUCACAO ESCOLA,"RUA VARPA, 54",VILA CLEMENTINO,04039-050,,55764411,SUL,90,12,ESTADUAL-SE,OUTROS,SEM REDE,EF,POINT (332176.987545 7389199.163568),-23.59904427673625,-46.64478659487877
CENTRO ATEND SOCIOEDUC ADOLESCENTE PIRITUBA CI,"STEFANO MAUSER, 651",JARDIM REGINA,05175-200,,39016989,NORTE,63,02,MUNICIPAL,OUTROS,SEM REDE,FEBEM-UIP,POINT (322694.522528 7403006.912916),-23.47336679825247,-46.73605203590296
